 ,
 _ALL,
Translation_INVR,jmoe
Translation_ITMB,jmoe
Translation_IVPR,jmoe
Translation_MOMT,jmoe
Translation_OVAR,jmoe
Translation_PICK,jmoe
Translation_POMT,jmoe
Translation_SDAL,jmoe
Translation_SHIP,jmoe
Translation_TEXT,jmoe
Translation_VEID,jmoe
UTIL,jliu
UTIL_ARCREORG,jliu
UTIL_CCON,jliu
UTIL_CSPUTIL,jliu
UTIL_CVRT,jmoe
UTIL_FSTIADMIN,jliu
UTIL_MISC,jliu
UTIL_PICK,jliu
UTIL_RPTADMIN,jliu
UTIL_SQLADMIN,jmoe
UTIL_SQLBACKUP,jmoe
UTIL_STD2AAC,jliu
UTIL_STVT,jliu
UTIL_TOOLKIT,jliu
UTIL_ULRL,jliu
UTIL_UPDT,jmoe
UTIL_UPDTCSHM,jliu
UTIL_UPDTSOPM,jliu
VISIBAR,lguo
VisiBar_VBExpeditor,lguo
VISIWATCH,bmarty
WEBM,sduepner
WEBM_CLIENT,sduepner
WEBM_GUI,sduepner
WEBM_INSTALL,sduepner
WEBM_MISC,sduepner
WEBM_PRINT,sduepner
WEBM_SERVER,sduepner
